law_nm,article_number,hang_number,article_title,structural_index,entity_type,concept,subject,action,object,legal_force,full_text,cross_law_refs,intra_law_refs,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
자본시장법,제530조의3,,같은 법 제530조의2에 따른 분할합병 및 같은 조에 따른 분할로서 대 통령령으로 정하는 경우만 해당한다,"[3, 3, 530, None]",PROCEDURE,주주총회 소집 통지 및 공고 시 주식매수청구권 명시 의무,,명시하여야 한다,주식매수청구권의 내용 및 행사방법,MANDATORY,"제530조의3(같은 법 제530조의2에 따른 분할합병 및 같은 조에 따른 분할로서 대 통령령으로 정하는 경우만 해당한다)에서 규정하는 결의사항에 관한 주주총회 소집의 통지 또는 공고를 하거나 같은 법 제360조의9제2항 및 제527조의2제2항에 따른 통지 또는 공고 를 하는 경우에는 제1항에 따른 주식매수청구권의 내용 및 행사방법을 명시하여야 한다. 이 경우 같은 법 제344조의3제1항에 따른 의결권이 없거나 제한되는 종류주식의 주주에게도 그 사항을 통지하거나 공고하여야 한다.<개정 2013. 4. 5., 2013. 5. 28.> [본조신설 2009. 2. 3.]",같은 법 제530조의2; 같은 법 제360조의9제2항; 같은 법 제344조의3제1항,제530조의3; 제527조의2제2항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
자본시장법,제165조의6,1,주식의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 1]",PROCEDURE,주식의 발행 및 배정 방식,주권상장법인,신주를 배정함,신주,MANDATORY,"제165조의6(주식의 발행 및 배정 등에 관한 특례) ① 주권상장법인이 신주(제3호의 경우에는 이 미 발행한 주식을 포함한다. 이하 이 항 및 제4항에서 같다)를 배정하는 경우 다음 각 호의 방 식에 따른다. 1. 주주에게 그가 가진 주식 수에 따라서 신주를 배정하기 위하여 신주인수의 청약을 할 기 회를 부여하는 방식 2. 신기술의 도입, 재무구조의 개선 등 회사의 경영상 목적을 달성하기 위하여 필요한 경우 제1호 외의 방법으로 특정한 자(해당 주권상장법인의 주식을 소유한 자를 포함한다)에게 신주를 배정하기 위하여 신주인수의 청약을 할 기회를 부여하는 방식 3. 제1호 외의 방법으로 불특정 다수인(해당 주권상장법인의 주식을 소유한 자를 포함한다 )에게 신주인수의 청약을 할 기회를 부여하고 이에 따라 청약을 한 자에 대하여 신주를 배 정하는 방식",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,제165조의6,2,주식의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 2]",REGULATION,실권주의 발행 철회 및 예외,주권상장법인,발행을 철회하여야 한다,실권주,MANDATORY,"제165조의6(주식의 발행 및 배정 등에 관한 특례) ② 주권상장법인은 신주를 배정하는 경우 그 기일까지 신주인수의 청약을 하지 아니하거나 그 가액을 납입하지 아니한 주식[이하 이 조 및 제165조의18에서 “실권주”(失權株)라 한다]에 대하여 발행을 철회하여야 한다. 다만, 금융위원회가 정하여 고시하는 방법에 따라 산정한 가격 이상으로 신주를 발행하는 경우로서 다음 각 호의 어느 하나에 해당하는 경우에는 그러 하지 아니하다. 1. 실권주가 발생하는 경우 대통령령으로 정하는 특수한 관계에 있지 아니한 투자매매업자 가 인수인으로서 그 실권주 전부를 취득하는 것을 내용으로 하는 계약을 해당 주권상장법 인과 체결하는 경우 2. 제1항제1호의 경우 신주인수의 청약 당시에 해당 주권상장법인과 주주 간의 별도의 합의 에 따라 실권주가 발생하는 때에는 신주인수의 청약에 따라 배정받을 주식수를 초과하는 법제처 95 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 내용의 청약(이하 이 호에서 “초과청약”이라 한다)을 하여 그 초과청약을 한 주주에게 우선 적으로 그 실권주를 배정하기로 하는 경우. 이 경우 신주인수의 청약에 따라 배정받을 주 식수에 대통령령으로 정하는 비율을 곱한 주식수를 초과할 수 없다. 3. 그 밖에 주권상장법인의 자금조달의 효율성, 주주 등의 이익 보호, 공정한 시장질서 유지 의 필요성을 종합적으로 고려하여 대통령령으로 정하는 경우",,제165조의18,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,제165조의6,3,주식의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 3]",REGULATION,신주인수권증서 발행 및 유통,주권상장법인,신주인수권증서를 발행하고 유통되도록 하여야 한다,신주인수권증서,MANDATORY,"제165조의6(주식의 발행 및 배정 등에 관한 특례) ③ 주권상장법인은 제1항제1호의 방식으로 신주를 배정하는 경우 「상법」 제416조제5호 및 제6호에도 불구하고 주주에게 신주인수권증서를 발행하여야 한다. 이 경우 주주 등의 이익 보호, 공정한 시장질서 유지의 필요성 등을 고려하여 대통령령으로 정하는 방법에 따라 신주 인수권증서가 유통될 수 있도록 하여야 한다.",「상법」 제416조제5호,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,3
자본시장법,제165조의6,4,주식의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 4]",REGULATION,신주 배정 방식의 특례,이사회,결의하여 신주를 배정함,신주,MANDATORY,제165조의6(주식의 발행 및 배정 등에 관한 특례) ④ 제1항제3호의 방식으로 신주를 배정하는 경우에는 정관으로 정하는 바에 따라 이사회의 결의로 다음 각 호의 어느 하나에 해당하는 방식으로 신주를 배정하여야 한다. 이 경우 「상 법」 제418조제1항 및 같은 조 제2항 단서를 적용하지 아니한다. 1. 신주인수의 청약을 할 기회를 부여하는 자의 유형을 분류하지 아니하고 불특정 다수의 청 약자에게 신주를 배정하는 방식 2. 제165조의7에 따라 우리사주조합원에 대하여 신주를 배정하고 청약되지 아니한 주식까지 포함하여 불특정 다수인에게 신주인수의 청약을 할 기회를 부여하는 방식 3. 주주에 대하여 우선적으로 신주인수의 청약을 할 수 있는 기회를 부여하고 청약되지 아니 한 주식이 있는 경우 이를 불특정 다수인에게 신주를 배정받을 기회를 부여하는 방식 4. 투자매매업자 또는 투자중개업자가 인수인 또는 주선인으로서 마련한 수요예측 등 대통 령령으로 정하는 합리적인 기준에 따라 특정한 유형의 자에게 신주인수의 청약을 할 수 있 는 기회를 부여하는 경우로서 금융위원회가 인정하는 방식 [전문개정 2013. 5. 28.],「상 법」 제418조제1항,제165조의7,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의7,1,우리사주조합원에 대한 주식의 배정 등에 관한 특례,"[3, 3, 165, 1]",REGULATION,우리사주조합원에 대한 주식 배정 특례,주권 상장법인 또는 주권을 대통령령으로 정하는 증권시장에 상장하려는 법인,배정하여야 한다,주식총수의 100분의 20,MANDATORY,"제165조의7(우리사주조합원에 대한 주식의 배정 등에 관한 특례) ① 대통령령으로 정하는 주권 상장법인 또는 주권을 대통령령으로 정하는 증권시장에 상장하려는 법인(이하 이 조에서 “해 당 법인”이라 한다)이 주식을 모집하거나 매출하는 경우 「상법」 제418조에도 불구하고 해당 법인의 우리사주조합원(「근로복지기본법」에 따른 우리사주조합원을 말한다. 이하 같다)에 대 하여 모집하거나 매출하는 주식총수의 100분의 20을 배정하여야 한다. 다만, 다음 각 호의 어 느 하나에 해당하는 경우에는 그러하지 아니하다. <개정 2010. 6. 8., 2013. 4. 5., 2013. 5. 28.> 1. 「외국인투자 촉진법」에 따른 외국인투자기업 중 대통령령으로 정하는 법인이 주식을 발 행하는 경우 2. 그 밖에 해당 법인이 우리사주조합원에 대하여 우선배정을 하기 어려운 경우로서 대통령 령으로 정하는 경우",「상법」 제418조; 「근로복지기본법」; 「외국인투자 촉진법」,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제165조의7,2,우리사주조합원에 대한 주식의 배정 등에 관한 특례,"[3, 3, 165, 2]",REGULATION,우리사주조합원 주식 배정 특례,우리사주조합원,제1항을 적용하지 아니함,주식 배정,PROHIBITIVE,제165조의7(우리사주조합원에 대한 주식의 배정 등에 관한 특례) ② 우리사주조합원이 소유하는 주식수가 신규로 발행되는 주식과 이미 발행된 주식의 총수 의 100분의 20을 초과하는 경우에는 제1항을 적용하지 아니한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,제165조의7,3,우리사주조합원에 대한 주식의 배정 등에 관한 특례,"[3, 3, 165, 3]",REGULATION,우리사주조합원 배정분에 대한 상법 적용 특례,,적용하지 아니한다,상법 제419조제1항부터 제3항까지의 규정,PROHIBITIVE,제165조의7(우리사주조합원에 대한 주식의 배정 등에 관한 특례) ③ 제165조의6제1항제1호의 방식으로 신주를 발행하는 경우 제1항에 따른 우리사주조합원 에 대한 배정분에 대하여는 「상법」 제419조제1항부터 제3항까지의 규정을 적용하지 아니한 다.<신설 2013. 5. 28.>,「상법」 제419조제1항,제165조의6제1항제1호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제165조의7,4,우리사주조합원에 대한 주식의 배정 등에 관한 특례,"[3, 3, 165, 4]",ACTOR,우리사주조합원에 대한 주식 배정 및 처분 기준 고시,금융위원회,기준을 정하여 고시할 수 있다,주식의 배정과 처분 등에 필요한 기준,PERMISSIVE,제165조의7(우리사주조합원에 대한 주식의 배정 등에 관한 특례) ④ 금융위원회는 제1항에 따른 우리사주조합원에 대한 주식의 배정과 그 주식의 처분 등에 필요한 기준을 정하여 고시할 수 있다.<개정 2013. 5. 28.> 법제처 96 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 [본조신설 2009. 2. 3.] [제목개정 2013. 4. 5.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의8,1,액면미달발행의 특례,"[3, 3, 165, 1]",PERMISSIVE,액면미달발행의 특례,주권상장법인,발행할 수 있다,주식,PERMISSIVE,"제165조의8(액면미달발행의 특례) ① 주권상장법인은 「상법」 제417조에도 불구하고 법원의 인 가 없이 같은 법 제434조에 따른 주주총회의 결의만으로 주식을 액면미달의 가액으로 발행할 수 있다. 다만, 그 액면미달금액의 총액에 대하여 상각(償却)을 완료하지 아니한 경우에는 그 러하지 아니하다. <개정 2013. 4. 5.>",「상법」 제417조; 「상법」 제434조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의8,2,액면미달발행의 특례,"[3, 3, 165, 2]",REGULATION,액면미달발행 시 최저발행가액 결정,주주총회,최저발행가액을 정함,주식의 최저발행가액,MANDATORY,제165조의8(액면미달발행의 특례) ② 제1항에 따른 주주총회의 결의에서는 주식의 최저발행가액을 정하여야 한다. 이 경우 최 저발행가액은 대통령령으로 정하는 방법에 따라 산정한 가격 이상이어야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의8,3,액면미달발행의 특례,"[3, 3, 165, 3]",REGULATION,액면미달발행의 발행 기한,주권상장법인,발행하여야 한다,주식,MANDATORY,제165조의8(액면미달발행의 특례) ③ 주권상장법인은 주주총회에서 다르게 정하는 경우를 제외하고는 제1항에 따른 주식을 주 주총회의 결의일부터 1개월 이내에 발행하여야 한다. [본조신설 2009. 2. 3.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제165조의9,,주주에 대한 통지 또는 공고의 특례,"[3, 3, 165, None]",REGULATION,주주 통지 및 공고의 특례,주권상장법인,상법 제418조제4항을 적용하지 아니함,상법 제418조제4항,PERMISSIVE,제165조의9(주주에 대한 통지 또는 공고의 특례) 주권상장법인이 제165조의6 또는 「상법」 제 418조제2항의 방식으로 신주를 배정할 때 제161조제1항제5호에 따라 금융위원회에 제출한 주요사항보고서가 제163조에 따라 금융위원회와 거래소에 그 납입기일의 1주 전까지 공시된 경우에는 「상법」 제418조제4항을 적용하지 아니한다. <개정 2017. 10. 31.> [전문개정 2013. 4. 5.],「상법」 제 418조제2항; 「상법」 제418조제4항,제165조의9; 제165조의6; 제161조제1항제5호; 제163조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제165조의10,1,사채의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 1]",REGULATION,주권 관련 사채 발행 시 준용 규정,주권상장법인,준용,제165조의6제1항ㆍ제2항ㆍ제4항 및 제165조의9,MANDATORY,"제165조의10(사채의 발행 및 배정 등에 관한 특례) ① 주권상장법인이 다음 각 호의 사채(이하 “주권 관련 사채권”이라 한다)를 발행하는 경우에는 제165조의6제1항ㆍ제2항ㆍ제4항 및 제 165조의9를 준용한다. <개정 2016. 3. 29., 2017. 4. 18.> 1. 제165조의11제1항에 따른 사채(주식으로 전환되는 조건이 붙은 사채로 한정한다) 2. 「상법」 제469조제2항제2호, 제513조 및 제516조의2에 따른 사채",「상법」 제469조제2항제2호,제165조의6제1항; 제165조의9; 제165조의11제1항; 제513조; 제516조의2,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제165조의10,2,사채의 발행 및 배정 등에 관한 특례,"[3, 3, 165, 2]",REGULATION,사채 발행 방법의 제한,주권상장법인,발행할 수 없다,사채,PROHIBITIVE,제165조의10(사채의 발행 및 배정 등에 관한 특례) ② 주권상장법인이 「상법」 제516조의2제1항에 따른 사채를 발행할 때 같은 조 제2항제4호 에도 불구하고 사채권자가 신주인수권증권만을 양도할 수 있는 사채는 사모의 방법으로 발 행할 수 없다.<개정 2015. 7. 24.> [본조신설 2013. 5. 28.],「상법」 제516조의2제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
자본시장법,제165조의11,1,조건부자본증권의 발행 등,"[3, 3, 165, 1]",PERMISSIVE,조건부자본증권의 발행,주권상장법인,발행할 수 있다,사채,PERMISSIVE,"제165조의11(조건부자본증권의 발행 등) ① 주권상장법인(「은행법」 제33조제1항제2호ㆍ제3호 또는 「금융지주회사법」 제15조의2제1항제2호ㆍ제3호 또는 「보험업법」 제114조의2제1항제 1호ㆍ제2호에 따라 해당 사채를 발행할 수 있는 자를 제외한다)은 정관으로 정하는 바에 따 라 이사회의 결의로 「상법」 제469조제2항, 제513조 및 제516조의2에 따른 사채와 다른 종류 의 사채로서 해당 사채의 발행 당시 객관적이고 합리적인 기준에 따라 미리 정하는 사유가 발 생하는 경우 주식으로 전환되거나 그 사채의 상환과 이자지급 의무가 감면된다는 조건이 붙 은 사채, 그 밖에 대통령령으로 정하는 사채를 발행할 수 있다. <개정 2016. 3. 29., 2017. 4. 18., 2022. 12. 31.>",「은행법」 제33조제1항제2호; 「금융지주회사법」 제15조의2제1항제2호; 「보험업법」 제114조의2제1항제 1호; 「상법」 제469조제2항,제513조; 제516조의2,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,제165조의11,2,조건부자본증권의 발행 등,"[3, 3, 165, 2]",PROCEDURE,조건부자본증권 발행 사항의 위임,대통령령,정한다,사채의 내용 및 발행사항 등,PERMISSIVE,"제165조의11(조건부자본증권의 발행 등) ② 제1항에 따라 발행하는 사채의 내용, 발행사항 및 유통 등의 방법, 조건의 세부내용 등 필 요한 사항은 대통령령으로 정한다. [전문개정 2013. 5. 28.] 법제처 97 국가법령정보센 터 자본시장과 금융투자업에 관한 법률",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의12,1,이익배당의 특례,"[3, 3, 165, 1]",PERMISSIVE,분기배당,주권상장법인,이익배당을 할 수 있다,금전,PERMISSIVE,"제165조의12(이익배당의 특례) ① 연 1회의 결산기를 정한 주권상장법인은 정관으로 정하는 바 에 따라 사업연도 중 그 사업연도 개시일부터 3월, 6월 및 9월 말일부터 45일 이내의 이사회 결의로써 금전으로 이익배당(이하 “분기배당”이라 한다)을 할 수 있다. <개정 2025. 1. 21.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제165조의12,2,이익배당의 특례,"[3, 3, 165, 2]",,Unknown,,,,,제165조의12(이익배당의 특례) ② 삭제<2025. 1. 21.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의12,3,이익배당의 특례,"[3, 3, 165, 3]",REGULATION,분기배당금 지급 시기,이사회,지급하여야 한다,분기배당금,MANDATORY,"제165조의12(이익배당의 특례) ③ 제1항에 따른 분기배당금은 이사회 결의일부터 1개월 이내에 지급하여야 한다. 다만, 정 관 또는 이사회에서 그 지급시기를 따로 정한 경우에는 그에 따른다.<개정 2025. 1. 21.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,제165조의12,4,이익배당의 특례,"[3, 3, 165, 4]",REGULATION,분기배당 한도,,한도로 한다,분기배당,MANDATORY,제165조의12(이익배당의 특례) ④ 분기배당은 직전 결산기의 재무상태표상의 순자산액에서 다음 각 호의 금액을 뺀 금액을 한도로 한다.<개정 2021. 4. 20.> 1. 직전 결산기의 자본의 액 2. 직전 결산기까지 적립된 자본준비금과 이익준비금의 합계액 3. 직전 결산기의 정기총회에서 이익배당을 하기로 정한 금액 4. 분기배당에 따라 해당 결산기에 적립하여야 할 이익준비금의 합계액,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,제165조의12,5,이익배당의 특례,"[3, 3, 165, 5]",REGULATION,분기배당 제한,,분기배당을 하여서는 아니 된다,분기배당,PROHIBITIVE,제165조의12(이익배당의 특례) ⑤ 해당 결산기의 재무상태표상의 순자산액이 「상법」 제462조제1항 각 호의 금액의 합계액 에 미치지 못할 우려가 있으면 분기배당을 하여서는 아니 된다.<개정 2021. 4. 20.>,「상법」 제462조제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의12,6,이익배당의 특례,"[3, 3, 165, 6]",PENALTY,이익배당 결의 찬성 이사의 배상 책임,이사,배상할 책임이 있다,차액,MANDATORY,"제165조의12(이익배당의 특례) ⑥ 해당 결산기의 재무상태표상의 순자산액이 「상법」 제462조제1항 각 호의 금액의 합계액 에 미치지 못함에도 불구하고 분기배당을 한다는 이사회 결의에 찬성한 이사는 해당 법인에 대하여 연대하여 그 차액(분기배당액의 합계액이 그 차액보다 적을 경우에는 분기배당액의 합계액)을 배상할 책임이 있다. 다만, 그 이사가 상당한 주의를 하였음에도 불구하고 제5항의 우려가 있다는 것을 알 수 없었음을 증명하면 배상할 책임이 없다.<개정 2021. 4. 20.>",「상법」 제462조제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,2
자본시장법,제165조의12,7,이익배당의 특례,"[3, 3, 165, 7]",REGULATION,이익배당의 특례,,"보고, 본다",분기배당,DEFINITIONAL,"제165조의12(이익배당의 특례) ⑦ 「상법」 제340조제1항, 제344조제1항, 제354조제1항, 제370조제1항, 제457조제2항, 제 458조, 제464조 및 제625조제3호의 적용에 관하여는 분기배당을 같은 법 제462조제1항에 따른 이익의 배당으로 보고, 같은 법 제635조제1항제22호의2의 적용에 관하여는 제3항의 기 간을 같은 법 제464조의2제1항의 기간으로 본다.<개정 2020. 12. 29.>",「상법」 제340조제1항; 「상법」 제462조제1항; 「상법」 제635조제1항제22호; 「상법」 제464조의2제1항,제344조제1항; 제354조제1항; 제370조제1항; 제457조제2항; 제458조; 제464조; 제625조제3호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0,3
자본시장법,제165조의12,8,이익배당의 특례,"[3, 3, 165, 8]",REGULATION,이익배당의 특례 및 준용 규정,,준용함,상법 규정,,"제165조의12(이익배당의 특례) ⑧ 제6항에 따라 이사가 연대책임을 지는 경우에 관하여는 「상법」 제399조제3항 및 제 400조를 준용하고, 제4항을 위반하여 분기배당을 한 경우에 관하여는 「상법」 제462조제2항 및 제3항을 준용한다.",「상법」 제399조제3항; 「상법」 제462조제2항,제400조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의12,9,이익배당의 특례,"[3, 3, 165, 9]",ACTOR,이익배당 보고 의무,이사,보고하여야 한다,배당액의 산정근거 등 대통령령으로 정하는 사항,MANDATORY,제165조의12(이익배당의 특례) ⑨ 주권상장법인이 「상법」 제462조제2항 단서에 따라 이사회의 결의로 이익배당을 정한 경 우 이사는 배당액의 산정근거 등 대통령령으로 정하는 사항을 주주총회에 보고하여야 한다. <신설 2016. 3. 29.> [본조신설 2009. 2. 3.],「상법」 제462조제2항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
자본시장법,제165조의13,1,주식배당의 특례,"[3, 3, 165, 1]",REGULATION,주식배당의 특례,주권상장법인,주식으로 이익배당,이익배당총액에 상당하는 금액,PERMISSIVE,"제165조의13(주식배당의 특례) ① 주권상장법인은 「상법」 제462조의2제1항 단서에도 불구하 고 이익배당총액에 상당하는 금액까지는 새로 발행하는 주식으로 이익배당을 할 수 있다. 다 만, 해당 주식의 시가가 액면액에 미치지 못하면 「상법」 제462조의2제1항 단서에 따른다.",「상법」 제462조의2제1항; 「상법」 제462조의2제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의13,2,주식배당의 특례,"[3, 3, 165, 2]",REGULATION,주식의 시가 산정방법,대통령령,정한다,주식의 시가 산정방법,MANDATORY,제165조의13(주식배당의 특례) ② 제1항 단서에 따른 주식의 시가 산정방법은 대통령령으로 정한다. [본조신설 2009. 2. 3.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제165조의14,1,공공적 법인의 배당 등의 특례,"[3, 3, 165, 1]",PERMISSIVE,공공적 법인의 배당 특례,공공적 법인,지급할 수 있다,배당금,PERMISSIVE,제165조의14(공공적 법인의 배당 등의 특례) ① 공공적 법인은 이익이나 이자를 배당할 때 정부 에 지급할 배당금의 전부 또는 일부를 「상법」 제464조에도 불구하고 대통령령으로 정하는 방법에 따라 해당 법인의 주주 중 다음 각 호의 어느 하나에 해당하는 자에게 지급할 수 있다. 법제처 98 국가법령정보센 터 자본시장과 금융투자업에 관한 법률 1. 해당 주식을 발행한 법인의 우리사주조합원 2. 연간소득수준 및 소유재산규모 등을 고려하여 대통령령으로 정하는 기준에 해당하는 자,「상법」 제464조,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의14,2,공공적 법인의 배당 등의 특례,"[3, 3, 165, 2]",PROCEDURE,공공적 법인의 준비금 자본 전입 시 주식 발행 특례,공공적 법인,발행할 수 있다,발행주식,PERMISSIVE,제165조의14(공공적 법인의 배당 등의 특례) ② 공공적 법인은 준비금의 전부 또는 일부를 자본에 전입할 때에는 정부에 대하여 발행할 주식의 전부 또는 일부를 「상법」 제461조제2항에도 불구하고 대통령령으로 정하는 기준 및 방법에 따라 공공적 법인의 발행주식을 일정 기간 소유하는 주주에게 발행할 수 있다. [본조신설 2009. 2. 3.],「상법」 제461조제2항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,3
자본시장법,제165조의15,1,의결권이 없거나 제한되는 주식의 특례,"[3, 3, 165, 1]",REGULATION,의결권 없는 주식의 한도 계산 제외 특례,주권상장법인,산입하지 아니한다,의결권 없는 주식,PERMISSIVE,"제165조의15(의결권이 없거나 제한되는 주식의 특례) ① 「상법」 제344조의3제1항에 따른 의결 권이 없거나 제한되는 주식의 총수에 관한 한도를 적용할 때 주권상장법인(주권을 신규로 상 장하기 위하여 주권을 모집하거나 매출하는 법인을 포함한다. 이하 이 조에서 같다)이 다음 각 호의 어느 하나에 해당하는 경우에 발행하는 의결권 없는 주식은 그 한도를 계산할 때 산 입하지 아니한다. <개정 2013. 4. 5., 2013. 5. 28.> 1. 대통령령으로 정하는 방법에 따라 외국에서 주식을 발행하거나, 외국에서 발행한 주권 관 련 사채권, 그 밖에 주식과 관련된 증권의 권리행사로 주식을 발행하는 경우 2. 국가기간산업 등 국민경제상 중요한 산업을 경영하는 법인 중 대통령령으로 정하는 기준 에 해당하는 법인으로서 금융위원회가 의결권 없는 주식의 발행이 필요하다고 인정하는 법인이 주식을 발행하는 경우",「상법」 제344조의3제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제165조의15,2,의결권이 없거나 제한되는 주식의 특례,"[3, 3, 165, 2]",REGULATION,의결권 없는 주식의 총수 제한,,초과하여서는 아니 된다,의결권 없는 주식의 총수,PROHIBITIVE,제165조의15(의결권이 없거나 제한되는 주식의 특례) ② 제1항 각 호의 어느 하나에 해당하는 의결권 없는 주식과 「상법」 제344조의3제1항에 따 른 의결권이 없거나 제한되는 주식을 합한 의결권 없는 주식의 총수는 발행주식총수의 2분 의 1을 초과하여서는 아니 된다.<개정 2013. 4. 5.>,「상법」 제344조의3제1항,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의15,3,의결권이 없거나 제한되는 주식의 특례,"[3, 3, 165, 3]",PERMISSIVE,의결권 없는 주식의 발행 특례,주권상장법인,발행할 수 있다,의결권 없는 주식,PERMISSIVE,"제165조의15(의결권이 없거나 제한되는 주식의 특례) ③ 의결권이 없거나 제한되는 주식 총수의 발행주식총수에 대한 비율이 4분의 1을 초과하는 주권상장법인은 제2항에 따른 비율 이내에서 대통령령으로 정하는 방법에 따라 신주인수권 의 행사, 준비금의 자본전입 또는 주식배당 등의 방법으로 의결권 없는 주식을 발행할 수 있 다.<개정 2013. 4. 5.> [본조신설 2009. 2. 3.] [제목개정 2013. 4. 5.]",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제165조의16,1,주권상장법인 재무관리기준,"[3, 3, 165, 1]",ACTOR,주권상장법인 재무관리기준의 제정 및 권고,금융위원회,정하여 고시하거나 권고할 수 있다,주권상장법인 재무관리기준,PERMISSIVE,"제165조의16(주권상장법인 재무관리기준) ① 금융위원회는 투자자를 보호하고 공정한 거래질 서를 확립하기 위하여 다음 각 호의 사항에 관하여 주권상장법인 재무관리기준을 정하여 고 시하거나 그 밖에 필요한 권고를 할 수 있다. 다만, 제9조제15항제3호나목에 따른 법인에 대 하여는 주권상장법인 재무관리기준을 다르게 정할 수 있다. <개정 2013. 5. 28.> 1. 유상증자의 요건에 관한 사항 1의2. 주권 관련 사채권의 발행에 관한 사항 2. 배당에 관한 사항 3. 대통령령으로 정하는 해외증권의 발행에 관한 사항 4. 그 밖에 건전한 재무관리에 필요한 것으로서 대통령령으로 정하는 사항",,제9조제15항제3호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제165조의16,2,주권상장법인 재무관리기준,"[3, 3, 165, 2]",REGULATION,주권상장법인의 재무관리기준 준수,주권상장법인,준수,재무관리기준,MANDATORY,제165조의16(주권상장법인 재무관리기준) ② 주권상장법인은 제1항에 따른 재무관리기준에 따라야 한다. [본조신설 2009. 2. 3.],,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
